Time,Sales Rank,New Price,List Price
"2.11.2020, 21:02:03","1132","","499.99"
"3.11.2020, 01:02:05","1219","","499.99"
"3.11.2020, 05:02:21","1167","","499.99"
"3.11.2020, 09:03:04","1007","","499.99"
"3.11.2020, 13:03:12","952","","499.99"
"3.11.2020, 17:04:05","1031","","499.99"
"3.11.2020, 21:05:04","1106","","499.99"
"4.11.2020, 01:06:03","1301","","499.99"
"4.11.2020, 05:07:05","1289","","499.99"
"4.11.2020, 09:08:03","1026","","499.99"
"4.11.2020, 13:08:27","956","","499.99"
"4.11.2020, 17:17:15","1073","","499.99"
"4.11.2020, 21:18:03","1133","","499.99"
"5.11.2020, 01:18:05","1311","","499.99"
"5.11.2020, 05:18:25","1287","","499.99"
"5.11.2020, 09:19:02","1032","","499.99"
"5.11.2020, 13:19:05","989","","499.99"
"5.11.2020, 17:22:36","1114","","499.99"
"5.11.2020, 21:23:03","1181","","499.99"
"6.11.2020, 01:23:07","1332","","499.99"
"6.11.2020, 05:24:12","1268","","499.99"
"6.11.2020, 09:25:04","1007","","499.99"
"6.11.2020, 13:25:05","994","","499.99"
"6.11.2020, 17:25:20","1099","","499.99"
"6.11.2020, 21:26:02","1180","","499.99"
"7.11.2020, 01:26:04","1254","","499.99"
"7.11.2020, 05:26:17","1189","","499.99"
"7.11.2020, 09:27:01","1062","","499.99"
"7.11.2020, 13:27:12","990","","499.99"
"7.11.2020, 17:27:21","1104","","499.99"
"7.11.2020, 21:28:05","1272","","499.99"
"8.11.2020, 01:29:04","1369","","499.99"
"8.11.2020, 05:30:04","1305","","499.99"
"8.11.2020, 09:30:13","1187","","499.99"
"8.11.2020, 13:30:30","1029","","499.99"
"8.11.2020, 17:32:05","1296","","499.99"
"8.11.2020, 21:33:03","1503","","499.99"
"9.11.2020, 01:33:06","1613","","499.99"
"9.11.2020, 05:34:04","1478","","499.99"
"9.11.2020, 09:34:05","1327","","499.99"
"9.11.2020, 13:34:09","1207","","499.99"
"9.11.2020, 17:35:09","1387","","499.99"
"9.11.2020, 21:36:02","1473","","499.99"
"10.11.2020, 01:36:03","1635","","499.99"
"10.11.2020, 05:36:16","1526","","499.99"
"10.11.2020, 09:37:04","1365","","499.99"
"10.11.2020, 13:39:15","1230","","499.99"
"10.11.2020, 17:40:25","1303","","499.99"
"10.11.2020, 21:41:08","1480","","499.99"
"11.11.2020, 01:41:17","1679","","499.99"
"11.11.2020, 05:42:05","1579","","499.99"
"11.11.2020, 09:43:04","1255","","499.99"
"11.11.2020, 13:44:05","1299","","499.99"
"11.11.2020, 17:44:17","1402","","499.99"
"11.11.2020, 21:45:14","1485","","499.99"
"12.11.2020, 01:46:05","1671","","499.99"
"12.11.2020, 05:46:20","1772","","499.99"
"12.11.2020, 09:47:21","1355","","499.99"
"12.11.2020, 13:48:06","1340","","499.99"
"12.11.2020, 17:49:08","1443","","499.99"
"12.11.2020, 21:49:08","1538","","499.99"
"13.11.2020, 01:50:08","1714","","499.99"
"13.11.2020, 05:50:12","1742","","499.99"
"13.11.2020, 09:51:03","1345","","499.99"
"13.11.2020, 17:52:07","1524","","499.99"
"13.11.2020, 21:53:07","1666","","499.99"
"14.11.2020, 01:54:04","1779","","499.99"
"14.11.2020, 05:54:06","1726","","499.99"
"14.11.2020, 09:55:02","1534","","499.99"
"14.11.2020, 17:56:05","1602","","499.99"
"14.11.2020, 21:56:07","1763","","499.99"
"15.11.2020, 01:56:12","1870","","499.99"
"15.11.2020, 05:56:17","1809","","499.99"
"15.11.2020, 09:57:04","1556","","499.99"
"15.11.2020, 13:57:41","1383","","499.99"
"15.11.2020, 17:58:52","1589","","499.99"
"15.11.2020, 21:59:06","1856","","499.99"
"16.11.2020, 02:00:07","2084","","499.99"
"16.11.2020, 08:00:15","1833","","499.99"
"16.11.2020, 12:01:04","1600","","499.99"
"16.11.2020, 16:02:06","1663","","499.99"
"16.11.2020, 20:02:17","1796","","499.99"
"17.11.2020, 00:03:17","1982","","499.99"
"17.11.2020, 04:03:33","2150","","499.99"
"17.11.2020, 10:04:03","1674","","499.99"
"17.11.2020, 14:04:57","1636","","499.99"
"17.11.2020, 18:06:09","1767","","499.99"
"17.11.2020, 22:07:10","1847","","499.99"
"18.11.2020, 02:08:05","2147","","499.99"
"18.11.2020, 08:09:02","1962","","499.99"
"18.11.2020, 12:09:06","1688","","499.99"
"18.11.2020, 16:09:30","1801","","499.99"
"18.11.2020, 20:10:16","1884","","499.99"
"19.11.2020, 00:11:02","2099","","499.99"
"19.11.2020, 06:11:03","201","","499.99"
"19.11.2020, 10:11:07","223","","499.99"
"19.11.2020, 14:11:34","280","","499.99"
"19.11.2020, 18:13:02","3","","499.99"
"19.11.2020, 22:13:25","1","","499.99"
"20.11.2020, 06:15:30","2","","499.99"
"20.11.2020, 18:27:41","4","","499.99"
"21.11.2020, 02:28:34","6","","499.99"
"21.11.2020, 18:36:33","8","","499.99"
"21.11.2020, 22:37:07","9","","499.99"
"22.11.2020, 02:37:16","17","","499.99"
"22.11.2020, 06:38:05","15","","499.99"
"22.11.2020, 10:38:23","14","","499.99"
"22.11.2020, 18:41:12","21","","499.99"
"22.11.2020, 22:41:24","29","","499.99"
"23.11.2020, 02:42:13","36","","499.99"
"23.11.2020, 06:42:18","35","","499.99"
"23.11.2020, 10:43:19","30","","499.99"
"23.11.2020, 14:44:31","37","","499.99"
"23.11.2020, 18:46:42","44","","499.99"
"23.11.2020, 22:47:12","53","","499.99"
"24.11.2020, 02:48:03","65","","499.99"
"24.11.2020, 06:49:10","64","","499.99"
"24.11.2020, 10:50:06","58","","499.99"
"24.11.2020, 14:50:19","73","","499.99"
"24.11.2020, 18:50:33","81","","499.99"
"24.11.2020, 22:51:14","96","","499.99"
"25.11.2020, 02:52:06","110","","499.99"
"25.11.2020, 06:52:23","109","","499.99"
"25.11.2020, 10:53:04","99","","499.99"
"25.11.2020, 14:53:09","109","","499.99"
"25.11.2020, 18:53:36","124","","499.99"
"25.11.2020, 22:54:21","160","","499.99"
"26.11.2020, 02:56:07","190","","499.99"
"26.11.2020, 06:57:04","177","","499.99"
"26.11.2020, 10:57:19","159","","499.99"
"26.11.2020, 14:58:11","212","","499.99"
"26.11.2020, 18:59:06","236","","499.99"
"26.11.2020, 22:59:18","273","","499.99"
"27.11.2020, 03:00:03","355","","499.99"
"27.11.2020, 07:00:15","349","","499.99"
"27.11.2020, 11:00:22","309","","499.99"
"27.11.2020, 15:01:08","381","","499.99"
"27.11.2020, 19:02:07","471","","499.99"
"27.11.2020, 23:03:13","524","","499.99"
"28.11.2020, 03:04:02","637","","499.99"
"28.11.2020, 07:04:17","606","","499.99"
"28.11.2020, 11:05:14","541","","499.99"
"28.11.2020, 15:06:21","518","","499.99"
"28.11.2020, 19:07:12","525","","499.99"
"28.11.2020, 23:08:07","539","","499.99"
"29.11.2020, 03:08:16","554","","499.99"
"29.11.2020, 07:09:04","495","","499.99"
"29.11.2020, 11:09:29","458","","499.99"
"29.11.2020, 15:11:15","450","","499.99"
"29.11.2020, 19:13:12","497","","499.99"
"29.11.2020, 23:14:12","570","","499.99"
"30.11.2020, 03:14:14","611","","499.99"
"30.11.2020, 07:15:15","537","","499.99"
"30.11.2020, 11:16:13","449","","499.99"
"30.11.2020, 15:17:13","489","","499.99"
"30.11.2020, 19:18:06","522","","499.99"
"30.11.2020, 23:18:12","616","","499.99"
"1.12.2020, 03:18:35","678","","499.99"
"1.12.2020, 07:19:53","591","","499.99"
"1.12.2020, 11:21:03","542","","499.99"
"1.12.2020, 15:22:04","446","","499.99"
"1.12.2020, 19:22:25","461","","499.99"
"1.12.2020, 23:23:07","531","","499.99"
"2.12.2020, 03:24:06","574","","499.99"
"2.12.2020, 07:25:05","468","","499.99"
"2.12.2020, 11:25:15","387","","499.99"
"2.12.2020, 15:26:14","390","","499.99"
"2.12.2020, 19:26:24","403","","499.99"
"2.12.2020, 23:27:17","437","","499.99"
"3.12.2020, 03:27:30","533","","499.99"
"3.12.2020, 07:28:03","464","","499.99"
"3.12.2020, 11:28:19","430","","499.99"
"3.12.2020, 15:31:07","2","","499.99"
"3.12.2020, 23:31:11","3","","499.99"
"4.12.2020, 03:32:10","4","","499.99"
"4.12.2020, 07:33:05","7","","499.99"
"4.12.2020, 11:33:29","6","","499.99"
"4.12.2020, 15:35:05","9","","499.99"
"4.12.2020, 19:36:16","14","","499.99"
"4.12.2020, 23:37:08","21","","499.99"
"5.12.2020, 03:37:30","22","","499.99"
"5.12.2020, 15:40:07","24","","499.99"
"5.12.2020, 19:41:20","33","","499.99"
"5.12.2020, 23:43:07","35","","499.99"
"6.12.2020, 03:43:15","45","","499.99"
"6.12.2020, 07:43:21","41","","499.99"
"6.12.2020, 11:44:18","36","","499.99"
"6.12.2020, 15:45:12","42","","499.99"
"6.12.2020, 19:48:20","68","","499.99"
"6.12.2020, 23:49:04","81","","499.99"
"7.12.2020, 03:50:20","98","","499.99"
"7.12.2020, 07:51:07","89","","499.99"
"7.12.2020, 11:51:19","82","","499.99"
"7.12.2020, 15:51:29","89","","499.99"
"7.12.2020, 19:53:23","126","","499.99"
"7.12.2020, 23:54:11","173","","499.99"
"8.12.2020, 03:54:36","183","","499.99"
"8.12.2020, 07:55:08","149","","499.99"
"8.12.2020, 11:58:18","142","","499.99"
"8.12.2020, 16:00:10","175","","499.99"
"8.12.2020, 20:01:16","213","","499.99"
"9.12.2020, 00:02:09","289","","499.99"
"9.12.2020, 04:02:27","313","","499.99"
"9.12.2020, 08:02:32","247","","499.99"
"9.12.2020, 12:03:14","236","","499.99"
"9.12.2020, 16:05:14","295","","499.99"
"9.12.2020, 20:06:12","321","","499.99"
"10.12.2020, 04:06:42","317","","499.99"
"10.12.2020, 16:08:20","362","","499.99"
"10.12.2020, 20:08:41","412","","499.99"
"11.12.2020, 04:12:12","501","","499.99"
"11.12.2020, 08:12:33","443","","499.99"
"11.12.2020, 12:14:11","399","","499.99"
"11.12.2020, 16:15:12","430","","499.99"
"11.12.2020, 20:16:29","483","","499.99"
"12.12.2020, 00:17:11","549","","499.99"
"12.12.2020, 04:17:49","573","","499.99"
"12.12.2020, 08:19:11","492","","499.99"
"12.12.2020, 12:20:13","469","","499.99"
"12.12.2020, 16:20:34","538","","499.99"
"12.12.2020, 20:22:31","579","","499.99"
"13.12.2020, 00:23:25","623","","499.99"
"13.12.2020, 04:24:08","644","","499.99"
"13.12.2020, 08:25:03","542","","499.99"
"13.12.2020, 12:26:03","522","","499.99"
"13.12.2020, 16:31:33","611","","499.99"
"13.12.2020, 20:32:04","782","","499.99"
"14.12.2020, 00:32:05","855","","499.99"
"14.12.2020, 04:33:03","914","","499.99"
"14.12.2020, 08:34:02","720","","499.99"
"14.12.2020, 12:34:03","707","","499.99"
"14.12.2020, 16:34:05","766","","499.99"
"14.12.2020, 20:35:02","805","","499.99"
"15.12.2020, 00:35:04","983","","499.99"
"15.12.2020, 04:35:05","924","","499.99"
"15.12.2020, 08:36:02","760","","499.99"
"15.12.2020, 12:36:08","737","","499.99"
"15.12.2020, 16:54:59","802","","499.99"
"15.12.2020, 20:55:03","798","","499.99"
"16.12.2020, 00:55:05","987","","499.99"
"16.12.2020, 04:55:07","869","","499.99"
"16.12.2020, 08:56:03","795","","499.99"
"16.12.2020, 12:56:03","740","","499.99"
"16.12.2020, 16:57:03","793","","499.99"
"16.12.2020, 20:57:03","901","","499.99"
"17.12.2020, 00:57:04","987","","499.99"
"17.12.2020, 04:57:05","967","","499.99"
"17.12.2020, 08:58:02","842","","499.99"
"17.12.2020, 12:58:04","775","","499.99"
"17.12.2020, 16:59:12","810","","499.99"
"17.12.2020, 21:00:02","901","","499.99"
"18.12.2020, 01:00:03","696","","499.99"
"18.12.2020, 05:00:07","743","","499.99"
"18.12.2020, 09:01:03","659","","499.99"
"18.12.2020, 13:01:19","637","","499.99"
"18.12.2020, 17:02:18","767","","499.99"
"18.12.2020, 21:03:08","888","","499.99"
"19.12.2020, 01:03:12","934","","499.99"
"19.12.2020, 05:04:08","907","","499.99"
"19.12.2020, 09:05:10","760","","499.99"
"19.12.2020, 13:05:14","710","","499.99"
"19.12.2020, 17:06:09","833","","499.99"
"19.12.2020, 21:07:09","895","","499.99"
"20.12.2020, 01:07:27","924","","499.99"
"20.12.2020, 05:08:09","918","","499.99"
"20.12.2020, 09:08:10","802","","499.99"
"20.12.2020, 13:09:17","728","","499.99"
"20.12.2020, 17:10:11","811","","499.99"
"20.12.2020, 21:11:06","959","","499.99"
"21.12.2020, 01:11:13","1009","","499.99"
"21.12.2020, 05:12:09","1003","","499.99"
"21.12.2020, 09:12:09","916","","499.99"
"21.12.2020, 13:12:21","834","","499.99"
"21.12.2020, 17:13:08","905","","499.99"
"21.12.2020, 21:13:10","809","","499.99"
"22.12.2020, 01:13:27","865","","499.99"
"22.12.2020, 05:14:10","846","","499.99"
"22.12.2020, 09:14:10","772","","499.99"
"22.12.2020, 13:14:45","713","","499.99"
"22.12.2020, 17:15:57","773","","499.99"
"22.12.2020, 21:16:11","801","","499.99"
"23.12.2020, 01:16:19","870","","499.99"
"23.12.2020, 05:17:10","877","","499.99"
"23.12.2020, 09:17:14","735","","499.99"
"23.12.2020, 13:17:21","695","","499.99"
"23.12.2020, 17:18:21","662","","499.99"
"23.12.2020, 21:19:10","723","","499.99"
"24.12.2020, 01:19:18","759","","499.99"
"24.12.2020, 05:20:08","746","","499.99"
"24.12.2020, 09:21:12","628","","499.99"
"24.12.2020, 13:21:17","597","","499.99"
"24.12.2020, 17:22:28","672","","499.99"
"24.12.2020, 21:23:08","733","","499.99"
"25.12.2020, 01:23:18","804","","499.99"
"25.12.2020, 05:24:06","887","","499.99"
"25.12.2020, 09:24:10","807","","499.99"
"25.12.2020, 13:24:20","763","","499.99"
"25.12.2020, 17:25:44","894","","499.99"
"25.12.2020, 21:26:16","1153","","499.99"
"26.12.2020, 01:27:15","1252","","499.99"
"26.12.2020, 05:28:06","1153","","499.99"
"26.12.2020, 09:29:09","955","","499.99"
"26.12.2020, 13:29:14","942","","499.99"
"26.12.2020, 17:30:28","1049","","499.99"
"26.12.2020, 21:31:09","1257","","499.99"
"27.12.2020, 01:31:13","","","499.99"
"28.12.2020, 01:31:17","1472","","499.99"
"28.12.2020, 05:32:07","1343","","499.99"
"28.12.2020, 09:32:08","1221","","499.99"
"28.12.2020, 13:32:14","1133","","499.99"
"28.12.2020, 17:33:40","1304","","499.99"
"28.12.2020, 21:34:10","1442","","499.99"
"29.12.2020, 01:34:16","1519","","499.99"
"29.12.2020, 05:35:08","1412","","499.99"
"29.12.2020, 09:36:05","1289","","499.99"
"29.12.2020, 13:36:11","1200","","499.99"
"29.12.2020, 17:37:18","1339","","499.99"
"29.12.2020, 21:38:08","1257","","499.99"
"30.12.2020, 01:38:12","1358","","499.99"
"30.12.2020, 05:39:09","1375","","499.99"
"30.12.2020, 09:40:06","1151","","499.99"
"30.12.2020, 13:40:13","1142","","499.99"
"30.12.2020, 17:41:30","1245","","499.99"
"30.12.2020, 21:42:08","1447","","499.99"
"31.12.2020, 01:42:15","1490","","499.99"
"31.12.2020, 05:43:06","1386","","499.99"
"31.12.2020, 09:43:07","1274","","499.99"
"31.12.2020, 13:43:14","1152","","499.99"
"31.12.2020, 17:44:41","1263","","499.99"
"31.12.2020, 21:45:09","1351","","499.99"
"1.1.2021, 01:45:14","1290","","499.99"
"1.1.2021, 05:46:08","1229","","499.99"
"1.1.2021, 09:47:04","1071","","499.99"
"1.1.2021, 13:47:13","986","","499.99"
"1.1.2021, 17:48:46","1115","","499.99"
"1.1.2021, 21:49:07","1322","","499.99"
"2.1.2021, 01:49:13","1403","","499.99"
"2.1.2021, 05:50:07","1268","","499.99"
"2.1.2021, 09:50:10","1147","","499.99"
"2.1.2021, 13:50:14","1060","","499.99"
"2.1.2021, 17:51:11","1361","","499.99"
"2.1.2021, 21:52:04","1509","","499.99"
"3.1.2021, 01:52:16","1074","","499.99"
"3.1.2021, 05:53:04","1123","","499.99"
"3.1.2021, 09:53:06","1057","","499.99"
"3.1.2021, 13:53:15","977","","499.99"
"3.1.2021, 17:55:00","1127","","499.99"
"3.1.2021, 21:55:04","1407","","499.99"
"4.1.2021, 01:55:15","1489","","499.99"
"4.1.2021, 05:56:04","1354","","499.99"
"4.1.2021, 09:56:07","1234","","499.99"
"4.1.2021, 13:56:15","1170","","499.99"
"4.1.2021, 17:57:23","1031","","499.99"
"4.1.2021, 21:58:04","1089","","499.99"
"5.1.2021, 01:58:14","1088","","499.99"
"5.1.2021, 05:59:04","1079","","499.99"
"5.1.2021, 09:59:10","1023","","499.99"
"5.1.2021, 13:59:11","836","","499.99"
"5.1.2021, 18:02:12","977","","499.99"
"5.1.2021, 22:03:07","1260","","499.99"
"6.1.2021, 02:03:21","1370","","499.99"
"6.1.2021, 06:04:07","1398","","499.99"
"6.1.2021, 10:04:13","1175","","499.99"
"6.1.2021, 14:04:18","1112","","499.99"
"6.1.2021, 18:05:10","1329","","499.99"
"6.1.2021, 22:05:14","1454","","499.99"
"7.1.2021, 02:05:17","1644","","499.99"
"7.1.2021, 06:06:10","1572","","499.99"
"7.1.2021, 10:07:11","1366","","499.99"
"7.1.2021, 14:07:19","1270","","499.99"
"7.1.2021, 18:08:09","1359","","499.99"
"7.1.2021, 22:09:07","1611","","499.99"
"8.1.2021, 02:09:17","1705","","499.99"
"8.1.2021, 06:10:10","1548","","499.99"
"8.1.2021, 10:11:13","1420","","499.99"
"8.1.2021, 14:11:18","1369","","499.99"
"9.1.2021, 02:13:17","1651","","499.99"
"9.1.2021, 06:14:07","1555","","499.99"
"9.1.2021, 10:14:14","1416","","499.99"
"9.1.2021, 14:14:16","1364","","499.99"
"9.1.2021, 18:15:09","1472","","499.99"
"9.1.2021, 22:15:10","1702","","499.99"
"10.1.2021, 02:15:18","1770","","499.99"
"10.1.2021, 06:16:05","1692","","499.99"
"10.1.2021, 10:16:11","1377","","499.99"
"10.1.2021, 14:16:14","1310","","499.99"
"10.1.2021, 18:17:18","1598","","499.99"
"10.1.2021, 22:18:06","1705","","499.99"
"11.1.2021, 02:18:16","1871","","499.99"
"11.1.2021, 06:19:06","1785","","499.99"
